Date,Nieuw-Zeelandse dollar
2019-08-05,1.7138
2019-08-06,1.7073
2019-08-07,1.7411
2019-08-08,1.7335
2019-08-09,1.7254
2019-08-12,1.7352
2019-08-13,1.7417
2019-08-14,1.74
2019-08-15,1.7311
2019-08-16,1.7208
2019-08-19,1.7296
2019-08-20,1.7286
2019-08-21,1.7308
2019-08-22,1.738
2019-08-23,1.736
2019-08-26,1.7431
2019-08-27,1.7415
2019-08-28,1.7458
2019-08-29,1.7457
2019-08-30,1.749
2019-09-02,1.7396
2019-09-03,1.7385
2019-09-04,1.7343
2019-09-05,1.7305
2019-09-06,1.7208
2019-09-09,1.7129
2019-09-10,1.7194
2019-09-11,1.7147
2019-09-12,1.7032
2019-09-13,1.7354
2019-09-16,1.7324
2019-09-17,1.7426
2019-09-18,1.7428
2019-09-19,1.7536
2019-09-20,1.7579
2019-09-23,1.7514
2019-09-24,1.7428
2019-09-25,1.7435
2019-09-26,1.7315
2019-09-27,1.7388
2019-09-30,1.7375
2019-10-01,1.7528
2019-10-02,1.7512
2019-10-03,1.7421
2019-10-04,1.735
2019-10-07,1.7452
2019-10-08,1.7373
2019-10-09,1.7381
2019-10-10,1.7422
2019-10-11,1.7419
2019-10-14,1.7529
2019-10-15,1.7551
2019-10-16,1.7653
2019-10-17,1.7564
2019-10-18,1.7488
2019-10-21,1.7432
2019-10-22,1.7358
2019-10-23,1.7361
2019-10-24,1.74
2019-10-25,1.7456
2019-10-28,1.7482
2019-10-29,1.7481
2019-10-30,1.7504
2019-10-31,1.7359
2019-11-01,1.7326
2019-11-04,1.7358
2019-11-05,1.7339
2019-11-06,1.7385
2019-11-07,1.7383
2019-11-08,1.7426
2019-11-11,1.7348
2019-11-12,1.7382
2019-11-13,1.7228
2019-11-14,1.7223
2019-11-15,1.7255
2019-11-18,1.7275
2019-11-19,1.7259
2019-11-20,1.7222
2019-11-21,1.7239
2019-11-22,1.7236
2019-11-25,1.7187
2019-11-26,1.7165
2019-11-27,1.7121
2019-11-28,1.7136
2019-11-29,1.709
2019-12-02,1.7019
2019-12-03,1.7
2019-12-04,1.698
2019-12-05,1.6997
2019-12-06,1.6886
2019-12-09,1.689
2019-12-10,1.6945
2019-12-11,1.6924
2019-12-12,1.6906
2019-12-13,1.6873
2019-12-16,1.6859
2019-12-17,1.6974
2019-12-18,1.692
2019-12-19,1.6898
2019-12-20,1.6811
2019-12-23,1.6732
2019-12-24,1.6716
2019-12-27,1.6655
2019-12-30,1.6638
2019-12-31,1.6653
2020-01-02,1.6718
2020-01-03,1.6718
2020-01-06,1.6788
2020-01-07,1.6833
2020-01-08,1.6739
2020-01-09,1.6796
2020-01-10,1.6769
2020-01-13,1.6769
2020-01-14,1.6803
2020-01-15,1.6905
2020-01-16,1.6769
2020-01-17,1.6782
2020-01-20,1.6796
2020-01-21,1.6811
2020-01-22,1.6782
2020-01-23,1.6797
2020-01-24,1.6684
2020-01-27,1.6814
2020-01-28,1.6844
2020-01-29,1.6868
2020-01-30,1.6973
2020-01-31,1.7083
2020-02-03,1.7106
2020-02-04,1.7102
2020-02-05,1.7006
2020-02-06,1.6994
2020-02-07,1.7094
2020-02-10,1.7108
2020-02-11,1.7055
2020-02-12,1.6832
2020-02-13,1.6835
2020-02-14,1.6864
2020-02-17,1.6864
2020-02-18,1.6921
2020-02-19,1.6883
2020-02-20,1.7046
2020-02-21,1.7104
2020-02-24,1.7095
2020-02-25,1.716
2020-02-26,1.7273
2020-02-27,1.7326
2020-02-28,1.7608
2020-03-02,1.7738
2020-03-03,1.7728
2020-03-04,1.7667
2020-03-05,1.7744
2020-03-06,1.7858
2020-03-09,1.8021
2020-03-10,1.8006
2020-03-11,1.7951
2020-03-12,1.8173
2020-03-13,1.812
2020-03-16,1.8499
2020-03-17,1.842
2020-03-18,1.8727
2020-03-19,1.8903
2020-03-20,1.8521
2020-03-23,1.8939
2020-03-24,1.8676
2020-03-25,1.8479
2020-03-26,1.853
2020-03-27,1.8548
2020-03-30,1.8405
2020-03-31,1.8417
2020-04-01,1.8547
2020-04-02,1.838
2020-04-03,1.8423
2020-04-06,1.82
2020-04-07,1.816
2020-04-08,1.8194
2020-04-09,1.8128
2020-04-14,1.8008
2020-04-15,1.8223
2020-04-16,1.821
2020-04-17,1.8043
2020-04-20,1.7962
2020-04-21,1.8181
2020-04-22,1.82
2020-04-23,1.7947
2020-04-24,1.7991
2020-04-27,1.7893
2020-04-28,1.7956
2020-04-29,1.7831
2020-04-30,1.7705
2020-05-04,1.8083
2020-05-05,1.791
2020-05-06,1.7839
2020-05-07,1.782
2020-05-08,1.7668
2020-05-11,1.7808
2020-05-12,1.7742
2020-05-13,1.7983
2020-05-14,1.8068
2020-05-15,1.8145
2020-05-18,1.8096
2020-05-19,1.8004
2020-05-20,1.7859
2020-05-21,1.7949
2020-05-22,1.787
2020-05-25,1.789
2020-05-26,1.7717
2020-05-27,1.7719
2020-05-28,1.7776
2020-05-29,1.7863
2020-06-01,1.7824
2020-06-02,1.768
2020-06-03,1.7532
2020-06-04,1.751
2020-06-05,1.7392
2020-06-08,1.7291
2020-06-09,1.7375
2020-06-10,1.7357
2020-06-11,1.753
2020-06-12,1.7553
2020-06-15,1.7471
2020-06-16,1.7474
2020-06-17,1.7395
2020-06-18,1.742
2020-06-19,1.7403
2020-06-22,1.735
2020-06-23,1.7391
2020-06-24,1.7552
2020-06-25,1.7465
2020-06-26,1.7428
2020-06-29,1.7533
2020-06-30,1.748
2020-07-01,1.7362
2020-07-02,1.7297
2020-07-03,1.7204
2020-07-06,1.7293
2020-07-07,1.726
2020-07-08,1.7237
2020-07-09,1.7223
2020-07-10,1.7189
2020-07-13,1.7226
2020-07-14,1.7417
2020-07-15,1.7397
2020-07-16,1.7439
2020-07-17,1.7463
2020-07-20,1.7435
2020-07-21,1.7305
2020-07-22,1.7328
2020-07-23,1.7384
2020-07-24,1.7506
2020-07-27,1.7605
2020-07-28,1.763
2020-07-29,1.764
2020-07-30,1.7727
2020-07-31,1.7771
2020-08-03,1.7701
2020-08-04,1.7807
2020-08-05,1.7809
2020-08-06,1.7828
2020-08-07,1.7786
2020-08-10,1.784
2020-08-11,1.7833
2020-08-12,1.7997
2020-08-13,1.8042
2020-08-14,1.8071
2020-08-17,1.8179
2020-08-18,1.8119
2020-08-19,1.7969
2020-08-20,1.8158
2020-08-21,1.8045
2020-08-24,1.8059
2020-08-25,1.8082
2020-08-26,1.7971
2020-08-27,1.7799
2020-08-28,1.7723
2020-08-31,1.7728
2020-09-01,1.7727
2020-09-02,1.7541
2020-09-03,1.7579
2020-09-04,1.764
2020-09-07,1.7642
2020-09-08,1.7722
2020-09-09,1.7714
2020-09-10,1.7737
2020-09-11,1.7738
2020-09-14,1.7739
2020-09-15,1.7675
2020-09-16,1.7586
2020-09-17,1.7533
2020-09-18,1.7489
2020-09-21,1.759
2020-09-22,1.763
2020-09-23,1.7756
2020-09-24,1.7847
2020-09-25,1.7756
2020-09-28,1.7791
2020-09-29,1.7749
2020-09-30,1.7799
2020-10-01,1.7667
2020-10-02,1.7674
2020-10-05,1.7703
2020-10-06,1.7733
2020-10-07,1.7862
2020-10-08,1.7856
2020-10-09,1.7821
2020-10-12,1.7744
2020-10-13,1.7715
2020-10-14,1.7633
2020-10-15,1.7762
2020-10-16,1.7746
2020-10-19,1.7751
2020-10-20,1.8006
2020-10-21,1.7875
2020-10-22,1.7739
2020-10-23,1.7703
2020-10-26,1.7677
2020-10-27,1.7639
2020-10-28,1.7647
2020-10-29,1.7677
2020-10-30,1.7565
2020-11-02,1.7565
2020-11-03,1.7531
2020-11-04,1.7541
2020-11-05,1.754
2020-11-06,1.7507
2020-11-09,1.7378
2020-11-10,1.7304
2020-11-11,1.7112
2020-11-12,1.7196
2020-11-13,1.7304
2020-11-16,1.7227
2020-11-17,1.7234
2020-11-18,1.7145
2020-11-19,1.7155
2020-11-20,1.7086
2020-11-23,1.7082
2020-11-24,1.7011
2020-11-25,1.7036
2020-11-26,1.7
2020-11-27,1.7
2020-11-30,1.7027
2020-12-01,1.701
2020-12-02,1.7137
2020-12-03,1.7175
2020-12-04,1.7254
2020-12-07,1.7252
2020-12-08,1.722
2020-12-09,1.7103
2020-12-10,1.7184
2020-12-11,1.71
2020-12-14,1.7101
2020-12-15,1.7174
2020-12-16,1.7168
2020-12-17,1.7093
2020-12-18,1.7201
2020-12-21,1.7306
2020-12-22,1.7299
2020-12-23,1.7208
2020-12-24,1.7168
2020-12-28,1.716
2020-12-29,1.7171
2020-12-30,1.7071
2020-12-31,1.6984
2021-01-04,1.7065
2021-01-05,1.7036
2021-01-06,1.6916
2021-01-07,1.6907
2021-01-08,1.6883
2021-01-11,1.6918
2021-01-12,1.694
2021-01-13,1.6954
2021-01-14,1.6853
2021-01-15,1.6896
2021-01-18,1.6975
2021-01-19,1.702
2021-01-20,1.6965
2021-01-21,1.6853
2021-01-22,1.6945
2021-01-25,1.6854
2021-01-26,1.6793
2021-01-27,1.6844
2021-01-28,1.7008
2021-01-29,1.6863
2021-02-01,1.6844
2021-02-02,1.6793
2021-02-03,1.6695
2021-02-04,1.6666
2021-02-05,1.6776
2021-02-08,1.674
2021-02-09,1.6741
2021-02-10,1.6803
2021-02-11,1.6772
2021-02-12,1.684
2021-02-15,1.6785
2021-02-16,1.6774
2021-02-17,1.6786
2021-02-18,1.6735
2021-02-19,1.6642
2021-02-22,1.6583
2021-02-23,1.6585
2021-02-24,1.6451
2021-02-25,1.6409
2021-02-26,1.6622
2021-03-01,1.6629
2021-03-02,1.6565
2021-03-03,1.6581
2021-03-04,1.6599
2021-03-05,1.6737
2021-03-08,1.6673
2021-03-09,1.6607
2021-03-10,1.659
2021-03-11,1.6546
2021-03-12,1.6633
2021-03-15,1.6588
2021-03-16,1.6578
2021-03-17,1.6618
2021-03-18,1.6567
2021-03-19,1.6598
2021-03-22,1.6617
2021-03-23,1.6918
2021-03-24,1.6963
2021-03-25,1.6948
2021-03-26,1.6863
2021-03-29,1.6805
2021-03-30,1.6794
2021-03-31,1.6769
2021-04-01,1.6806
2021-04-06,1.6814
2021-04-07,1.6907
2021-04-08,1.6855
2021-04-09,1.686
2021-04-12,1.6914
2021-04-13,1.6946
2021-04-14,1.6821
2021-04-15,1.6716
2021-04-16,1.6725
2021-04-19,1.675
2021-04-20,1.6735
2021-04-21,1.6726
2021-04-22,1.6789
2021-04-23,1.6802
2021-04-26,1.6727
2021-04-27,1.6724
2021-04-28,1.6711
2021-04-29,1.6703
2021-04-30,1.6738
2021-05-03,1.6786
2021-05-04,1.6887
2021-05-05,1.6683
2021-05-06,1.6715
2021-05-07,1.673
2021-05-10,1.6673
2021-05-11,1.6718
2021-05-12,1.6753
2021-05-13,1.6885
2021-05-14,1.6771
2021-05-17,1.6879
2021-05-18,1.6821
2021-05-19,1.6981
2021-05-20,1.6986
2021-05-21,1.6914
2021-05-24,1.6997
2021-05-25,1.6918
2021-05-26,1.6737
2021-05-27,1.672
2021-05-28,1.6811
2021-05-31,1.6799
2021-06-01,1.6837
2021-06-02,1.6843
2021-06-03,1.6915
2021-06-04,1.6936
2021-06-07,1.6832
2021-06-08,1.6885
2021-06-09,1.6925
2021-06-10,1.6932
2021-06-11,1.6931
2021-06-14,1.6959
2021-06-15,1.6987
2021-06-16,1.695
2021-06-17,1.7025
2021-06-18,1.7069
2021-06-21,1.7057
2021-06-22,1.7011
2021-06-23,1.6945
2021-06-24,1.6903
2021-06-25,1.6881
2021-06-28,1.6926
2021-06-29,1.7
2021-06-30,1.7026
2021-07-01,1.6965
2021-07-02,1.6988
2021-07-05,1.6901
2021-07-06,1.6703
2021-07-07,1.676
2021-07-08,1.7048
2021-07-09,1.6982
2021-07-12,1.7019
2021-07-13,1.6981
2021-07-14,1.6819
2021-07-15,1.6888
2021-07-16,1.6836
2021-07-19,1.6986
2021-07-20,1.7049
2021-07-21,1.7004
2021-07-22,1.6906
2021-07-23,1.6846
2021-07-26,1.6889
2021-07-27,1.6956
2021-07-28,1.7013
2021-07-29,1.6986
2021-07-30,1.699
2021-08-02,1.7041
2021-08-03,1.6953
2021-08-04,1.6784
2021-08-05,1.6759
2021-08-06,1.6737
2021-08-09,1.6763
2021-08-10,1.6758
2021-08-11,1.6704
2021-08-12,1.6716
2021-08-13,1.6776
2021-08-16,1.6754
2021-08-17,1.6983
2021-08-18,1.698
2021-08-19,1.7101
2021-08-20,1.7108
2021-08-23,1.7063
2021-08-24,1.6893
2021-08-25,1.69
2021-08-26,1.6882
2021-08-27,1.6927
2021-08-30,1.6844
2021-08-31,1.676
2021-09-01,1.6776
2021-09-02,1.6702
2021-09-03,1.6654
2021-09-06,1.6612
2021-09-07,1.6667
2021-09-08,1.6633
2021-09-09,1.6617
2021-09-10,1.6554
2021-09-13,1.6575
2021-09-14,1.6625
2021-09-15,1.6666
2021-09-16,1.6548
2021-09-17,1.6658
2021-09-20,1.6694
2021-09-21,1.6707
2021-09-22,1.6696
2021-09-23,1.6622
2021-09-24,1.6687
2021-09-27,1.6711
2021-09-28,1.6781
2021-09-29,1.6826
2021-09-30,1.6858
2021-10-01,1.6751
2021-10-04,1.6687
2021-10-05,1.665
2021-10-06,1.6728
2021-10-07,1.6676
2021-10-08,1.6686
2021-10-11,1.668
2021-10-12,1.6591
2021-10-13,1.6647
2021-10-14,1.6506
2021-10-15,1.6445
2021-10-18,1.6436
2021-10-19,1.6294
2021-10-20,1.6219
2021-10-21,1.6214
2021-10-22,1.6257
2021-10-25,1.6235
2021-10-26,1.6172
2021-10-27,1.6211
2021-10-28,1.6146
2021-10-29,1.6255
2021-11-01,1.6097
2021-11-02,1.626
2021-11-03,1.622
2021-11-04,1.6235
2021-11-05,1.6242
2021-11-08,1.6151
2021-11-09,1.6192
2021-11-10,1.6285
2021-11-11,1.6318
2021-11-12,1.6293
2021-11-15,1.6174
2021-11-16,1.6186
2021-11-17,1.6162
2021-11-18,1.6106
2021-11-19,1.6098
2021-11-22,1.6095
2021-11-23,1.6241
2021-11-24,1.6257
2021-11-25,1.6394
2021-11-26,1.6538
2021-11-29,1.6552
2021-11-30,1.6644
2021-12-01,1.6548
2021-12-02,1.6662
2021-12-03,1.6634
2021-12-06,1.6703
2021-12-07,1.6607
2021-12-08,1.6659
2021-12-09,1.6672
2021-12-10,1.6635
2021-12-13,1.6651
2021-12-14,1.6723
2021-12-15,1.6689
2021-12-16,1.661
2021-12-17,1.6738
2021-12-20,1.6778
2021-12-21,1.6726
2021-12-22,1.6674
2021-12-23,1.6609
2021-12-24,1.6589
2021-12-27,1.666
2021-12-28,1.6602
2021-12-29,1.6625
2021-12-30,1.6545
2021-12-31,1.6579
2022-01-03,1.6651
2022-01-04,1.6668
2022-01-05,1.6597
2022-01-06,1.6752
2022-01-07,1.6748
2022-01-10,1.6753
2022-01-11,1.6772
2022-01-12,1.6775
2022-01-13,1.6676
2022-01-14,1.6745
2022-01-17,1.6765
2022-01-18,1.6798
2022-01-19,1.6684
2022-01-20,1.6731
2022-01-21,1.6884
2022-01-24,1.6901
2022-01-25,1.6911
2022-01-26,1.6865
2022-01-27,1.6872
2022-01-28,1.7031
2022-01-31,1.6983
2022-02-01,1.7032
2022-02-02,1.701
2022-02-03,1.7001
2022-02-04,1.7287
2022-02-07,1.7278
2022-02-08,1.7196
2022-02-09,1.7107
2022-02-10,1.7076
2022-02-11,1.7085
2022-02-14,1.7112
2022-02-15,1.7143
2022-02-16,1.7108
2022-02-17,1.695
2022-02-18,1.6896
2022-02-21,1.687
2022-02-22,1.6848
2022-02-23,1.6679
2022-02-24,1.6692
2022-02-25,1.6651
2022-02-28,1.6628
2022-03-01,1.6484
2022-03-02,1.6404
2022-03-03,1.6329
2022-03-04,1.6005
2022-03-07,1.5861
2022-03-08,1.5958
2022-03-09,1.6055
2022-03-10,1.6185
2022-03-11,1.6053
2022-03-14,1.613
2022-03-15,1.6216
2022-03-16,1.6168
2022-03-17,1.613
2022-03-18,1.6026
2022-03-21,1.5997
2022-03-22,1.586
2022-03-23,1.5822
2022-03-24,1.5812
2022-03-25,1.5787
2022-03-28,1.5838
2022-03-29,1.6054
2022-03-30,1.5947
2022-03-31,1.6014
2022-04-01,1.5911
2022-04-04,1.586
2022-04-05,1.5657
2022-04-06,1.5718
2022-04-07,1.5816
2022-04-08,1.5849
2022-04-11,1.5938
2022-04-12,1.5874
2022-04-13,1.5991
2022-04-14,1.5957
2022-04-19,1.6016
2022-04-20,1.595
2022-04-21,1.6053
2022-04-22,1.6193
2022-04-25,1.624
2022-04-26,1.6102
2022-04-27,1.6118
2022-04-28,1.6221
