Date,Roemeense leu
2016-02-25,4.4673
2016-02-26,4.4639
2016-02-29,4.4757
2016-03-01,4.4653
2016-03-02,4.4585
2016-03-03,4.4584
2016-03-04,4.4663
2016-03-07,4.4623
2016-03-08,4.4651
2016-03-09,4.4637
2016-03-10,4.4585
2016-03-11,4.4669
2016-03-14,4.4658
2016-03-15,4.4718
2016-03-16,4.4765
2016-03-17,4.4776
2016-03-18,4.4718
2016-03-21,4.4688
2016-03-22,4.4703
2016-03-23,4.4655
2016-03-24,4.4669
2016-03-29,4.4645
2016-03-30,4.4623
2016-03-31,4.4718
2016-04-01,4.4693
2016-04-04,4.4648
2016-04-05,4.466
2016-04-06,4.4685
2016-04-07,4.4659
2016-04-08,4.4685
2016-04-11,4.4675
2016-04-12,4.4708
2016-04-13,4.47
2016-04-14,4.4728
2016-04-15,4.4728
2016-04-18,4.4749
2016-04-19,4.4813
2016-04-20,4.4827
2016-04-21,4.4815
2016-04-22,4.4753
2016-04-25,4.4801
2016-04-26,4.4747
2016-04-27,4.464
2016-04-28,4.4723
2016-04-29,4.477
2016-05-02,4.4815
2016-05-03,4.4879
2016-05-04,4.492
2016-05-05,4.5035
2016-05-06,4.5005
2016-05-09,4.4905
2016-05-10,4.4885
2016-05-11,4.4915
2016-05-12,4.4998
2016-05-13,4.4975
2016-05-16,4.4876
2016-05-17,4.4865
2016-05-18,4.499
2016-05-19,4.5043
2016-05-20,4.5058
2016-05-23,4.521
2016-05-24,4.5083
2016-05-25,4.5091
2016-05-26,4.507
2016-05-27,4.5034
2016-05-30,4.5033
2016-05-31,4.5108
2016-06-01,4.5178
2016-06-02,4.52
2016-06-03,4.5188
2016-06-06,4.5192
2016-06-07,4.5073
2016-06-08,4.5064
2016-06-09,4.5095
2016-06-10,4.5148
2016-06-13,4.5178
2016-06-14,4.5235
2016-06-15,4.5358
2016-06-16,4.539
2016-06-17,4.5355
2016-06-20,4.5393
2016-06-21,4.5408
2016-06-22,4.526
2016-06-23,4.5114
2016-06-24,4.5345
2016-06-27,4.516
2016-06-28,4.5247
2016-06-29,4.5253
2016-06-30,4.5234
2016-07-01,4.5157
2016-07-04,4.5133
2016-07-05,4.5185
2016-07-06,4.5185
2016-07-07,4.5144
2016-07-08,4.5132
2016-07-11,4.4938
2016-07-12,4.4942
2016-07-13,4.4914
2016-07-14,4.4903
2016-07-15,4.4802
2016-07-18,4.4686
2016-07-19,4.4772
2016-07-20,4.4741
2016-07-21,4.4686
2016-07-22,4.4609
2016-07-25,4.448
2016-07-26,4.4657
2016-07-27,4.466
2016-07-28,4.4585
2016-07-29,4.4655
2016-08-01,4.454
2016-08-02,4.4542
2016-08-03,4.455
2016-08-04,4.4605
2016-08-05,4.4622
2016-08-08,4.4584
2016-08-09,4.4598
2016-08-10,4.4585
2016-08-11,4.4601
2016-08-12,4.459
2016-08-15,4.4594
2016-08-16,4.4583
2016-08-17,4.4753
2016-08-18,4.4687
2016-08-19,4.4658
2016-08-22,4.4583
2016-08-23,4.4568
2016-08-24,4.4597
2016-08-25,4.4526
2016-08-26,4.4578
2016-08-29,4.4576
2016-08-30,4.4505
2016-08-31,4.4575
2016-09-01,4.4558
2016-09-02,4.4525
2016-09-05,4.4495
2016-09-06,4.4513
2016-09-07,4.4525
2016-09-08,4.4514
2016-09-09,4.4495
2016-09-12,4.4499
2016-09-13,4.446
2016-09-14,4.4475
2016-09-15,4.4483
2016-09-16,4.4501
2016-09-19,4.4475
2016-09-20,4.4513
2016-09-21,4.4495
2016-09-22,4.4498
2016-09-23,4.4475
2016-09-26,4.4498
2016-09-27,4.4483
2016-09-28,4.4506
2016-09-29,4.453
2016-09-30,4.4537
2016-10-03,4.4505
2016-10-04,4.4583
2016-10-05,4.4621
2016-10-06,4.476
2016-10-07,4.5046
2016-10-10,4.5035
2016-10-11,4.4885
2016-10-12,4.497
2016-10-13,4.503
2016-10-14,4.504
2016-10-17,4.5065
2016-10-18,4.511
2016-10-19,4.502
2016-10-20,4.503
2016-10-21,4.5043
2016-10-24,4.5065
2016-10-25,4.4901
2016-10-26,4.4965
2016-10-27,4.5038
2016-10-28,4.5005
2016-10-31,4.506
2016-11-01,4.5055
2016-11-02,4.5028
2016-11-03,4.4988
2016-11-04,4.4995
2016-11-07,4.4988
2016-11-08,4.5073
2016-11-09,4.505
2016-11-10,4.5023
2016-11-11,4.516
2016-11-14,4.5183
2016-11-15,4.514
2016-11-16,4.5198
2016-11-17,4.5187
2016-11-18,4.515
2016-11-21,4.5105
2016-11-22,4.5117
2016-11-23,4.5165
2016-11-24,4.51
2016-11-25,4.514
2016-11-28,4.515
2016-11-29,4.5172
2016-11-30,4.504
2016-12-01,4.5042
2016-12-02,4.5095
2016-12-05,4.501
2016-12-06,4.4975
2016-12-07,4.498
2016-12-08,4.502
2016-12-09,4.4994
2016-12-12,4.5073
2016-12-13,4.5045
2016-12-14,4.5153
2016-12-15,4.5223
2016-12-16,4.5165
2016-12-19,4.5179
2016-12-20,4.5213
2016-12-21,4.5194
2016-12-22,4.5266
2016-12-23,4.5318
2016-12-27,4.5313
2016-12-28,4.5415
2016-12-29,4.5375
2016-12-30,4.539
2017-01-02,4.539
2017-01-03,4.5228
2017-01-04,4.5086
2017-01-05,4.5065
2017-01-06,4.5013
2017-01-09,4.5016
2017-01-10,4.4958
2017-01-11,4.496
2017-01-12,4.4913
2017-01-13,4.4922
2017-01-16,4.5023
2017-01-17,4.501
2017-01-18,4.4928
2017-01-19,4.4928
2017-01-20,4.494
2017-01-23,4.4978
2017-01-24,4.5015
2017-01-25,4.4986
2017-01-26,4.4943
2017-01-27,4.5058
2017-01-30,4.5008
2017-01-31,4.503
2017-02-01,4.5478
2017-02-02,4.5328
2017-02-03,4.5158
2017-02-06,4.5085
2017-02-07,4.4899
2017-02-08,4.489
2017-02-09,4.4945
2017-02-10,4.5002
2017-02-13,4.5022
2017-02-14,4.5051
2017-02-15,4.5143
2017-02-16,4.5223
2017-02-17,4.5223
2017-02-20,4.5218
2017-02-21,4.5151
2017-02-22,4.5208
2017-02-23,4.52
2017-02-24,4.517
2017-02-27,4.5129
2017-02-28,4.5202
2017-03-01,4.5207
2017-03-02,4.522
2017-03-03,4.5328
2017-03-06,4.529
2017-03-07,4.5384
2017-03-08,4.5503
2017-03-09,4.5499
2017-03-10,4.549
2017-03-13,4.556
2017-03-14,4.5435
2017-03-15,4.5423
2017-03-16,4.5508
2017-03-17,4.5633
2017-03-20,4.5605
2017-03-21,4.5646
2017-03-22,4.559
2017-03-23,4.5555
2017-03-24,4.5527
2017-03-27,4.5491
2017-03-28,4.5529
2017-03-29,4.5563
2017-03-30,4.5448
2017-03-31,4.5525
2017-04-03,4.5495
2017-04-04,4.5442
2017-04-05,4.5397
2017-04-06,4.5236
2017-04-07,4.5178
2017-04-10,4.5118
2017-04-11,4.5104
2017-04-12,4.5205
2017-04-13,4.5189
2017-04-18,4.518
2017-04-19,4.5341
2017-04-20,4.5405
2017-04-21,4.5437
2017-04-24,4.5285
2017-04-25,4.5255
2017-04-26,4.5338
2017-04-27,4.5288
2017-04-28,4.5348
2017-05-02,4.5495
2017-05-03,4.5485
2017-05-04,4.546
2017-05-05,4.547
2017-05-08,4.5488
2017-05-09,4.55
2017-05-10,4.5495
2017-05-11,4.549
2017-05-12,4.545
2017-05-15,4.5503
2017-05-16,4.5478
2017-05-17,4.5584
2017-05-18,4.5683
2017-05-19,4.5602
2017-05-22,4.5609
2017-05-23,4.5543
2017-05-24,4.5511
2017-05-25,4.55
2017-05-26,4.5568
2017-05-29,4.5638
2017-05-30,4.566
2017-05-31,4.5655
2017-06-01,4.5685
2017-06-02,4.5653
2017-06-05,4.5698
2017-06-06,4.566
2017-06-07,4.5703
2017-06-08,4.5665
2017-06-09,4.5628
2017-06-12,4.562
2017-06-13,4.5662
2017-06-14,4.5664
2017-06-15,4.5893
2017-06-16,4.5835
2017-06-19,4.5901
2017-06-20,4.5988
2017-06-21,4.59
2017-06-22,4.5823
2017-06-23,4.5715
2017-06-26,4.5749
2017-06-27,4.5635
2017-06-28,4.551
2017-06-29,4.5744
2017-06-30,4.5523
2017-07-03,4.5634
2017-07-04,4.5884
2017-07-05,4.5881
2017-07-06,4.5933
2017-07-07,4.5862
2017-07-10,4.5698
2017-07-11,4.5685
2017-07-12,4.5675
2017-07-13,4.5635
2017-07-14,4.5627
2017-07-17,4.5598
2017-07-18,4.56
2017-07-19,4.567
2017-07-20,4.5655
2017-07-21,4.5703
2017-07-24,4.5638
2017-07-25,4.5635
2017-07-26,4.5632
2017-07-27,4.565
2017-07-28,4.558
2017-07-31,4.559
2017-08-01,4.5596
2017-08-02,4.5593
2017-08-03,4.5655
2017-08-04,4.5635
2017-08-07,4.564
2017-08-08,4.5638
2017-08-09,4.5691
2017-08-10,4.5743
2017-08-11,4.5778
2017-08-14,4.5716
2017-08-15,4.5725
2017-08-16,4.5821
2017-08-17,4.5848
2017-08-18,4.59
2017-08-21,4.5849
2017-08-22,4.5868
2017-08-23,4.5853
2017-08-24,4.583
2017-08-25,4.5983
2017-08-28,4.5977
2017-08-29,4.5968
2017-08-30,4.5915
2017-08-31,4.5924
2017-09-01,4.5963
2017-09-04,4.5962
2017-09-05,4.5965
2017-09-06,4.5986
2017-09-07,4.598
2017-09-08,4.6008
2017-09-11,4.5987
2017-09-12,4.6018
2017-09-13,4.6013
2017-09-14,4.6017
2017-09-15,4.5999
2017-09-18,4.5993
2017-09-19,4.6004
2017-09-20,4.5993
2017-09-21,4.5988
2017-09-22,4.5967
2017-09-25,4.5988
2017-09-26,4.6013
2017-09-27,4.5986
2017-09-28,4.6003
2017-09-29,4.5993
2017-10-02,4.5878
2017-10-03,4.591
2017-10-04,4.5808
2017-10-05,4.575
2017-10-06,4.5766
2017-10-09,4.5754
2017-10-10,4.5753
2017-10-11,4.5865
2017-10-12,4.5919
2017-10-13,4.5865
2017-10-16,4.5838
2017-10-17,4.58
2017-10-18,4.588
2017-10-19,4.5958
2017-10-20,4.5971
2017-10-23,4.6
2017-10-24,4.6013
2017-10-25,4.5975
2017-10-26,4.5983
2017-10-27,4.601
2017-10-30,4.599
2017-10-31,4.6005
2017-11-01,4.6033
2017-11-02,4.5992
2017-11-03,4.5978
2017-11-06,4.5895
2017-11-07,4.5945
2017-11-08,4.628
2017-11-09,4.64
2017-11-10,4.6533
2017-11-13,4.6562
2017-11-14,4.6493
2017-11-15,4.6351
2017-11-16,4.639
2017-11-17,4.647
2017-11-20,4.6514
2017-11-21,4.6568
2017-11-22,4.6525
2017-11-23,4.6522
2017-11-24,4.6434
2017-11-27,4.6418
2017-11-28,4.6413
2017-11-29,4.644
2017-11-30,4.6475
2017-12-01,4.6305
2017-12-04,4.6215
2017-12-05,4.6337
2017-12-06,4.632
2017-12-07,4.6354
2017-12-08,4.6336
2017-12-11,4.6323
2017-12-12,4.6335
2017-12-13,4.6325
2017-12-14,4.633
2017-12-15,4.6332
2017-12-18,4.6228
2017-12-19,4.6198
2017-12-20,4.6284
2017-12-21,4.6363
2017-12-22,4.642
2017-12-27,4.6499
2017-12-28,4.652
2017-12-29,4.6585
2018-01-02,4.6525
2018-01-03,4.6355
2018-01-04,4.629
2018-01-05,4.6351
2018-01-08,4.6206
2018-01-09,4.653
2018-01-10,4.6395
2018-01-11,4.6413
2018-01-12,4.6363
2018-01-15,4.6278
2018-01-16,4.6483
2018-01-17,4.6571
2018-01-18,4.648
2018-01-19,4.6594
2018-01-22,4.667
2018-01-23,4.671
2018-01-24,4.6648
2018-01-25,4.6693
2018-01-26,4.6663
2018-01-29,4.653
2018-01-30,4.6513
2018-01-31,4.6545
2018-02-01,4.6548
2018-02-02,4.6458
2018-02-05,4.6333
2018-02-06,4.6445
2018-02-07,4.6555
2018-02-08,4.652
2018-02-09,4.6563
2018-02-12,4.6524
2018-02-13,4.6586
2018-02-14,4.6606
2018-02-15,4.662
2018-02-16,4.6625
2018-02-19,4.6613
2018-02-20,4.6636
2018-02-21,4.6615
2018-02-22,4.6555
2018-02-23,4.655
2018-02-26,4.6625
2018-02-27,4.6575
2018-02-28,4.663
2018-03-01,4.6573
2018-03-02,4.6595
2018-03-05,4.6618
2018-03-06,4.6598
2018-03-07,4.6605
2018-03-08,4.6588
2018-03-09,4.657
2018-03-12,4.6618
2018-03-13,4.6619
2018-03-14,4.6625
2018-03-15,4.6653
2018-03-16,4.6655
2018-03-19,4.6677
2018-03-20,4.6663
2018-03-21,4.6678
2018-03-22,4.6675
2018-03-23,4.663
2018-03-26,4.6593
2018-03-27,4.6558
2018-03-28,4.6525
2018-03-29,4.6565
2018-04-03,4.661
2018-04-04,4.66
2018-04-05,4.6623
2018-04-06,4.6636
2018-04-09,4.6634
2018-04-10,4.662
2018-04-11,4.6627
2018-04-12,4.6615
2018-04-13,4.6603
2018-04-16,4.6508
2018-04-17,4.6468
2018-04-18,4.6539
2018-04-19,4.657
2018-04-20,4.6586
2018-04-23,4.6577
2018-04-24,4.653
2018-04-25,4.6453
2018-04-26,4.6538
2018-04-27,4.6615
2018-04-30,4.6614
2018-05-02,4.6635
2018-05-03,4.6658
2018-05-04,4.662
2018-05-07,4.6563
2018-05-08,4.6495
2018-05-09,4.6448
2018-05-10,4.6388
2018-05-11,4.6345
2018-05-14,4.629
2018-05-15,4.6331
2018-05-16,4.635
2018-05-17,4.6319
2018-05-18,4.6323
2018-05-21,4.6217
2018-05-22,4.6265
2018-05-23,4.6294
2018-05-24,4.627
2018-05-25,4.6297
2018-05-28,4.636
2018-05-29,4.647
2018-05-30,4.6443
2018-05-31,4.6508
2018-06-01,4.665
2018-06-04,4.6548
2018-06-05,4.6526
2018-06-06,4.6534
2018-06-07,4.6555
2018-06-08,4.6593
2018-06-11,4.659
2018-06-12,4.6605
2018-06-13,4.665
2018-06-14,4.6655
2018-06-15,4.6628
2018-06-18,4.6658
2018-06-19,4.668
2018-06-20,4.6695
2018-06-21,4.6723
2018-06-22,4.6663
2018-06-25,4.669
2018-06-26,4.6669
2018-06-27,4.6553
2018-06-28,4.6584
2018-06-29,4.6631
2018-07-02,4.6578
2018-07-03,4.6615
2018-07-04,4.6656
2018-07-05,4.6625
2018-07-06,4.6608
2018-07-09,4.6585
2018-07-10,4.6585
2018-07-11,4.6602
2018-07-12,4.6588
2018-07-13,4.6578
2018-07-16,4.6558
2018-07-17,4.6617
2018-07-18,4.656
2018-07-19,4.6575
2018-07-20,4.6523
2018-07-23,4.6464
2018-07-24,4.6398
2018-07-25,4.6275
2018-07-26,4.6318
2018-07-27,4.629
2018-07-30,4.6238
2018-07-31,4.6255
2018-08-01,4.624
2018-08-02,4.6227
2018-08-03,4.6202
2018-08-06,4.6272
2018-08-07,4.6433
2018-08-08,4.643
2018-08-09,4.6491
2018-08-10,4.6583
2018-08-13,4.6588
2018-08-14,4.6565
2018-08-15,4.6553
2018-08-16,4.6603
2018-08-17,4.6558
2018-08-20,4.649
2018-08-21,4.6415
2018-08-22,4.6485
2018-08-23,4.638
2018-08-24,4.6393
2018-08-27,4.6423
2018-08-28,4.6464
2018-08-29,4.6417
2018-08-30,4.6437
2018-08-31,4.6437
2018-09-03,4.6338
2018-09-04,4.6328
2018-09-05,4.6378
2018-09-06,4.6385
2018-09-07,4.6413
2018-09-10,4.6308
2018-09-11,4.6323
2018-09-12,4.638
2018-09-13,4.6388
2018-09-14,4.6467
2018-09-17,4.6431
2018-09-18,4.6492
2018-09-19,4.6523
2018-09-20,4.6545
2018-09-21,4.6581
2018-09-24,4.6579
2018-09-25,4.6618
2018-09-26,4.6611
2018-09-27,4.6701
2018-09-28,4.6638
2018-10-01,4.6605
2018-10-02,4.6671
2018-10-03,4.6648
2018-10-04,4.6723
2018-10-05,4.6708
2018-10-08,4.6675
2018-10-09,4.6675
2018-10-10,4.664
2018-10-11,4.6673
2018-10-12,4.6613
2018-10-15,4.6673
2018-10-16,4.668
2018-10-17,4.6658
2018-10-18,4.6683
2018-10-19,4.6665
2018-10-22,4.6669
2018-10-23,4.667
2018-10-24,4.659
2018-10-25,4.6647
2018-10-26,4.6606
2018-10-29,4.6647
2018-10-30,4.667
2018-10-31,4.6643
2018-11-01,4.664
2018-11-02,4.6612
2018-11-05,4.6608
2018-11-06,4.6647
2018-11-07,4.6621
2018-11-08,4.6602
2018-11-09,4.657
2018-11-12,4.6575
2018-11-13,4.6612
2018-11-14,4.6601
2018-11-15,4.665
2018-11-16,4.6648
2018-11-19,4.6666
2018-11-20,4.6673
2018-11-21,4.6632
2018-11-22,4.6593
2018-11-23,4.6577
2018-11-26,4.6588
2018-11-27,4.6583
2018-11-28,4.659
2018-11-29,4.6531
2018-11-30,4.6598
2018-12-03,4.6539
2018-12-04,4.6514
2018-12-05,4.6528
2018-12-06,4.6548
2018-12-07,4.6485
2018-12-10,4.6502
2018-12-11,4.6557
2018-12-12,4.6571
2018-12-13,4.6515
2018-12-14,4.6558
2018-12-17,4.655
2018-12-18,4.6467
2018-12-19,4.6655
2018-12-20,4.6573
2018-12-21,4.6389
2018-12-24,4.6428
2018-12-27,4.6536
2018-12-28,4.663
2018-12-31,4.6635
2019-01-02,4.66
2019-01-03,4.666
2019-01-04,4.6656
2019-01-07,4.6625
2019-01-08,4.671
2019-01-09,4.6737
2019-01-10,4.6813
2019-01-11,4.6763
2019-01-14,4.6815
2019-01-15,4.6831
2019-01-16,4.685
2019-01-17,4.689
2019-01-18,4.6993
2019-01-21,4.711
2019-01-22,4.7292
2019-01-23,4.7575
2019-01-24,4.7722
2019-01-25,4.7688
2019-01-28,4.7646
2019-01-29,4.7562
2019-01-30,4.7551
2019-01-31,4.7271
2019-02-01,4.7557
2019-02-04,4.756
2019-02-05,4.7455
2019-02-06,4.7429
2019-02-07,4.7399
2019-02-08,4.7485
2019-02-11,4.7405
2019-02-12,4.7414
2019-02-13,4.7433
2019-02-14,4.7439
2019-02-15,4.7407
2019-02-18,4.7405
2019-02-19,4.7492
2019-02-20,4.7567
2019-02-21,4.7565
2019-02-22,4.7611
2019-02-25,4.7643
2019-02-26,4.7626
2019-02-27,4.7388
2019-02-28,4.7434
2019-03-01,4.7431
2019-03-04,4.7412
2019-03-05,4.7489
2019-03-06,4.7463
2019-03-07,4.7415
2019-03-08,4.7448
2019-03-11,4.7491
2019-03-12,4.7593
2019-03-13,4.7737
2019-03-14,4.765
2019-03-15,4.7565
2019-03-18,4.7543
2019-03-19,4.7585
2019-03-20,4.7615
2019-03-21,4.7565
2019-03-22,4.7505
2019-03-25,4.7553
2019-03-26,4.758
2019-03-27,4.7627
2019-03-28,4.7591
2019-03-29,4.7608
2019-04-01,4.7626
2019-04-02,4.7618
2019-04-03,4.7555
2019-04-04,4.7495
2019-04-05,4.7513
2019-04-08,4.7512
2019-04-09,4.761
2019-04-10,4.7605
2019-04-11,4.7593
2019-04-12,4.7598
2019-04-15,4.7618
2019-04-16,4.7618
2019-04-17,4.7625
2019-04-18,4.7618
2019-04-23,4.7611
2019-04-24,4.7559
2019-04-25,4.7586
2019-04-26,4.7597
2019-04-29,4.7517
2019-04-30,4.7596
2019-05-02,4.7583
2019-05-03,4.7553
2019-05-06,4.7555
2019-05-07,4.758
2019-05-08,4.7598
2019-05-09,4.7615
2019-05-10,4.7598
2019-05-13,4.7606
2019-05-14,4.7615
2019-05-15,4.7615
2019-05-16,4.762
2019-05-17,4.7626
2019-05-20,4.7597
2019-05-21,4.7633
2019-05-22,4.7625
2019-05-23,4.7606
2019-05-24,4.7619
2019-05-27,4.7604
2019-05-28,4.7623
2019-05-29,4.7604
2019-05-30,4.7553
2019-05-31,4.743
2019-06-03,4.7377
2019-06-04,4.7353
2019-06-05,4.7243
2019-06-06,4.7221
2019-06-07,4.7216
2019-06-10,4.7196
2019-06-11,4.7252
2019-06-12,4.725
2019-06-13,4.7221
2019-06-14,4.7233
2019-06-17,4.728
2019-06-18,4.7232
2019-06-19,4.7275
2019-06-20,4.7262
2019-06-21,4.7239
2019-06-24,4.7181
2019-06-25,4.7184
2019-06-26,4.722
2019-06-27,4.7223
2019-06-28,4.7343
2019-07-01,4.7327
2019-07-02,4.7331
2019-07-03,4.7349
2019-07-04,4.7188
2019-07-05,4.7246
2019-07-08,4.72
2019-07-09,4.7265
2019-07-10,4.7335
2019-07-11,4.734
2019-07-12,4.7322
2019-07-15,4.7333
2019-07-16,4.7316
2019-07-17,4.7336
2019-07-18,4.7325
2019-07-19,4.7309
2019-07-22,4.7225
2019-07-23,4.7207
2019-07-24,4.719
2019-07-25,4.7228
2019-07-26,4.7263
2019-07-29,4.7287
2019-07-30,4.7321
2019-07-31,4.7338
2019-08-01,4.7322
2019-08-02,4.7345
2019-08-05,4.7325
2019-08-06,4.73
2019-08-07,4.7308
2019-08-08,4.73
2019-08-09,4.7264
2019-08-12,4.725
2019-08-13,4.7249
2019-08-14,4.7212
2019-08-15,4.7231
2019-08-16,4.7293
2019-08-19,4.7318
2019-08-20,4.7305
2019-08-21,4.728
2019-08-22,4.7223
2019-08-23,4.7212
2019-08-26,4.7277
2019-08-27,4.732
2019-08-28,4.7273
2019-08-29,4.7271
2019-08-30,4.7284
2019-09-02,4.7239
2019-09-03,4.7292
2019-09-04,4.729
2019-09-05,4.73
2019-09-06,4.7325
2019-09-09,4.7297
2019-09-10,4.7334
2019-09-11,4.7348
2019-09-12,4.7348
2019-09-13,4.7352
2019-09-16,4.7348
2019-09-17,4.734
2019-09-18,4.7366
2019-09-19,4.7448
2019-09-20,4.7456
2019-09-23,4.7498
2019-09-24,4.7484
2019-09-25,4.7438
2019-09-26,4.7481
2019-09-27,4.7515
2019-09-30,4.7496
2019-10-01,4.7511
2019-10-02,4.7491
2019-10-03,4.747
2019-10-04,4.748
2019-10-07,4.7475
2019-10-08,4.7486
2019-10-09,4.7486
2019-10-10,4.7523
2019-10-11,4.7573
2019-10-14,4.7546
2019-10-15,4.7538
2019-10-16,4.7561
2019-10-17,4.7553
2019-10-18,4.7565
2019-10-21,4.7584
2019-10-22,4.7609
2019-10-23,4.7603
2019-10-24,4.752
2019-10-25,4.7553
2019-10-28,4.7559
2019-10-29,4.7559
2019-10-30,4.7577
2019-10-31,4.756
2019-11-01,4.7547
2019-11-04,4.7542
2019-11-05,4.7583
2019-11-06,4.7627
2019-11-07,4.7602
2019-11-08,4.7638
2019-11-11,4.7643
2019-11-12,4.7625
2019-11-13,4.7633
2019-11-14,4.7673
2019-11-15,4.7686
2019-11-18,4.7744
2019-11-19,4.7763
2019-11-20,4.7803
2019-11-21,4.7813
2019-11-22,4.7741
2019-11-25,4.7723
2019-11-26,4.7766
2019-11-27,4.7841
2019-11-28,4.785
2019-11-29,4.7823
2019-12-02,4.7794
2019-12-03,4.7777
2019-12-04,4.7754
2019-12-05,4.7785
2019-12-06,4.78
2019-12-09,4.7789
2019-12-10,4.7773
2019-12-11,4.7793
2019-12-12,4.7791
2019-12-13,4.7795
2019-12-16,4.7791
2019-12-17,4.7771
2019-12-18,4.776
2019-12-19,4.771
2019-12-20,4.7705
2019-12-23,4.7733
2019-12-24,4.779
2019-12-27,4.7818
2019-12-30,4.7821
2019-12-31,4.783
2020-01-02,4.7828
2020-01-03,4.7784
2020-01-06,4.7743
2020-01-07,4.7778
2020-01-08,4.7774
2020-01-09,4.7785
2020-01-10,4.7796
2020-01-13,4.7784
2020-01-14,4.7795
2020-01-15,4.7803
2020-01-16,4.779
2020-01-17,4.7803
2020-01-20,4.7794
2020-01-21,4.7785
2020-01-22,4.7784
2020-01-23,4.7788
2020-01-24,4.7799
2020-01-27,4.7808
2020-01-28,4.7784
2020-01-29,4.777
2020-01-30,4.777
2020-01-31,4.7789
2020-02-03,4.7788
2020-02-04,4.7763
2020-02-05,4.7734
2020-02-06,4.7655
2020-02-07,4.7613
2020-02-10,4.7663
2020-02-11,4.7693
2020-02-12,4.7663
2020-02-13,4.7645
2020-02-14,4.7684
2020-02-17,4.7768
2020-02-18,4.7823
2020-02-19,4.7792
2020-02-20,4.7979
2020-02-21,4.804
2020-02-24,4.8063
2020-02-25,4.8098
2020-02-26,4.805
2020-02-27,4.81
2020-02-28,4.813
2020-03-02,4.8106
2020-03-03,4.8087
2020-03-04,4.8073
2020-03-05,4.811
2020-03-06,4.811
2020-03-09,4.8175
2020-03-10,4.8178
2020-03-11,4.8213
2020-03-12,4.8213
2020-03-13,4.8213
2020-03-16,4.8343
2020-03-17,4.8418
2020-03-18,4.845
2020-03-19,4.8445
2020-03-20,4.8505
2020-03-23,4.8481
2020-03-24,4.8357
2020-03-25,4.8446
2020-03-26,4.8335
2020-03-27,4.8375
2020-03-30,4.8278
2020-03-31,4.8283
2020-04-01,4.834
2020-04-02,4.832
2020-04-03,4.8307
2020-04-06,4.8335
2020-04-07,4.8315
2020-04-08,4.8365
2020-04-09,4.833
2020-04-14,4.8343
2020-04-15,4.8378
2020-04-16,4.8373
2020-04-17,4.8356
2020-04-20,4.8377
2020-04-21,4.8373
2020-04-22,4.8391
2020-04-23,4.8425
